Id	Items	Support	List size	Reference Support	Reference size	Hyp	Hyp_c	Genes
131	GO:0045944,GO:0000122,GO:0043066	6	50	48	34208	8.36898e-11	6.14558e-10	GLI2,SHH,GLI3,SMO,TP53,MYC
132	GO:0045944,GO:0000122,GO:0043066,GO:0007224,GO:0009952,GO:0042475,GO:0001701	3	50	3	34208	2.93807e-09	7.689e-09	GLI2,GLI3,SMO
133	GO:0045944,GO:0000122,GO:0043066,GO:0007224,GO:0042475	4	50	5	34208	2.01638e-11	1.68146e-10	GLI2,SHH,GLI3,SMO
134	GO:0045944,GO:0000122,GO:0043066,GO:0007224,GO:0042475,GO:0042307,GO:0002052	3	50	3	34208	2.93807e-09	7.689e-09	SHH,GLI3,SMO
135	GO:0045944,GO:0000122,GO:0043066,GO:0007224,GO:0042475,GO:0021938	3	50	3	34208	2.93807e-09	7.689e-09	GLI2,SHH,SMO
136	GO:0045944,GO:0000122,GO:0001701	4	50	31	34208	1.2339e-07	1.80142e-07	GLI2,NOTCH1,GLI3,SMO
137	GO:0045944,GO:0000122,GO:0001701,GO:0002052	3	50	5	34208	2.93202e-08	5.20777e-08	NOTCH1,GLI3,SMO
138	GO:0045944,GO:0000122,GO:0001947,GO:0031069,GO:0001708,GO:0002052	3	50	3	34208	2.93807e-09	7.689e-09	SHH,NOTCH1,SMO
139	GO:0045944,GO:0000122,GO:0042307	4	50	7	34208	1.40843e-10	9.49245e-10	SHH,TGFB1,GLI3,SMO
140	GO:0045944,GO:0000122,GO:0042307,GO:0001570	3	50	3	34208	2.93807e-09	7.689e-09	SHH,TGFB1,SMO
141	GO:0045944,GO:0000122,GO:0002052	4	50	8	34208	2.81384e-10	1.66796e-09	SHH,NOTCH1,GLI3,SMO
142	GO:0045944,GO:0030154	4	50	131	34208	4.12648e-05	4.51161e-05	DLL1,ETS1,EGFR,TP53
143	GO:0045944,GO:0030154,GO:0008284	3	50	17	34208	1.96926e-06	2.34029e-06	DLL1,ETS1,EGFR
144	GO:0045944,GO:0030154,GO:0008285	3	50	13	34208	8.31671e-07	1.04918e-06	DLL1,ETS1,TP53
145	GO:0045944,GO:0001934	4	50	42	34208	4.33769e-07	5.72157e-07	WNT1,TGFB1,EGFR,APP
146	GO:0045944,GO:0010628	8	50	100	34208	1.94439e-12	3.41658e-11	NOTCH1,TGFB1,ETS1,SMO,APP,TP53,MYC,BRCA1
147	GO:0045944,GO:0010628,GO:0010629	4	50	37	34208	2.57329e-07	3.47818e-07	NOTCH1,TGFB1,SMO,APP
148	GO:0045944,GO:0010628,GO:0010629,GO:0007219,GO:0008285,GO:0070374	3	50	4	34208	1.17402e-08	2.42696e-08	NOTCH1,TGFB1,APP
149	GO:0045944,GO:0010628,GO:0007219	4	50	7	34208	1.40843e-10	9.49245e-10	NOTCH1,TGFB1,APP,MYC
150	GO:0045944,GO:0010628,GO:0008285	5	50	24	34208	2.26011e-10	1.44412e-09	NOTCH1,TGFB1,ETS1,APP,TP53
151	GO:0045944,GO:0008284	10	50	110	34208	7.17183e-16	5.04077e-14	WNT1,SHH,GLI1,WNT2,DLL1,NOTCH1,TGFB1,ETS1,EGFR,MYC
152	GO:0045944,GO:0008284,GO:0007219	4	50	8	34208	2.81384e-10	1.66796e-09	DLL1,NOTCH1,TGFB1,MYC
153	GO:0045944,GO:0008284,GO:0007219,GO:0008285,GO:0045662	3	50	3	34208	2.93807e-09	7.689e-09	DLL1,NOTCH1,TGFB1
154	GO:0045944,GO:0008284,GO:0008285	4	50	31	34208	1.2339e-07	1.80142e-07	DLL1,NOTCH1,TGFB1,ETS1
155	GO:0045944,GO:0008284,GO:0045596,GO:0048839	3	50	3	34208	2.93807e-09	7.689e-09	SHH,DLL1,TGFB1
156	GO:0045944,GO:0008284,GO:0045747	3	50	6	34208	5.858e-08	9.26731e-08	WNT1,DLL1,NOTCH1
157	GO:0045944,GO:0008284,GO:0060045,GO:0030324	3	50	4	34208	1.17402e-08	2.42696e-08	GLI1,WNT2,NOTCH1
158	GO:0045944,GO:0008284,GO:0030324	5	50	10	34208	1.36072e-12	2.47954e-11	SHH,GLI1,WNT2,NOTCH1,EGFR
159	GO:0045944,GO:0008284,GO:0030324,GO:0060070	3	50	3	34208	2.93807e-09	7.689e-09	SHH,GLI1,WNT2
160	GO:0045944,GO:0008284,GO:0060070	4	50	10	34208	8.42335e-10	4.10326e-09	WNT1,SHH,GLI1,WNT2
161	GO:0045944,GO:0008284,GO:0001947	3	50	5	34208	2.93202e-08	5.20777e-08	SHH,DLL1,NOTCH1
162	GO:0045944,GO:0008284,GO:0048146	5	50	7	34208	1.13767e-13	2.79868e-12	WNT1,WNT2,TGFB1,EGFR,MYC
163	GO:0045944,GO:0007219	7	50	38	34208	1.12085e-13	3.24388e-12	DLL1,NOTCH1,TGFB1,JAG1,ATOH1,APP,MYC
164	GO:0045944,GO:0007219,GO:0008285	4	50	9	34208	5.05945e-10	2.70571e-09	DLL1,NOTCH1,TGFB1,APP
165	GO:0045944,GO:0007219,GO:0045747,GO:0097150	3	50	5	34208	2.93202e-08	5.20777e-08	DLL1,NOTCH1,JAG1
166	GO:0045944,GO:0007219,GO:0045665	3	50	5	34208	2.93202e-08	5.20777e-08	DLL1,JAG1,APP
167	GO:0045944,GO:0007219,GO:0003180	3	50	4	34208	1.17402e-08	2.42696e-08	NOTCH1,TGFB1,JAG1
168	GO:0045944,GO:0008285	7	50	98	34208	1.15012e-10	8.20087e-10	DLL1,NOTCH1,TGFB1,GLI3,ETS1,APP,TP53
169	GO:0045944,GO:0008285,GO:0045665	3	50	6	34208	5.858e-08	9.26731e-08	DLL1,GLI3,APP
170	GO:0045944,GO:0045747	4	50	23	34208	3.5025e-08	6.04642e-08	WNT1,DLL1,NOTCH1,JAG1
171	GO:0045944,GO:0042127	4	50	27	34208	6.9119e-08	1.07957e-07	SHH,TGFB1,JAG1,BRCA1
172	GO:0045944,GO:0043066	10	50	109	34208	6.5268e-16	5.35198e-14	WNT1,GLI2,SHH,GLI3,SMO,ATOH1,EGFR,TP53,PAX2,MYC
173	GO:0045944,GO:0043066,GO:0007417	3	50	11	34208	4.808e-07	6.2251e-07	SHH,SMO,ATOH1
174	GO:0045944,GO:0043066,GO:0007411	4	50	7	34208	1.40843e-10	9.49245e-10	GLI2,SHH,GLI3,ATOH1
175	GO:0045944,GO:0043066,GO:0042472	3	50	5	34208	2.93202e-08	5.20777e-08	WNT1,ATOH1,PAX2
176	GO:0045944,GO:0043066,GO:0050679	4	50	12	34208	1.98124e-09	8.86152e-09	SMO,EGFR,PAX2,MYC
177	GO:0045944,GO:0001709	3	50	10	34208	3.50033e-07	4.62947e-07	DLL1,JAG1,PAX2
178	GO:0045944,GO:0007399	3	50	45	34208	3.99259e-05	4.37496e-05	JAG1,FOS,PAX3
179	GO:0045944,GO:0007224	5	50	15	34208	1.61266e-11	1.61924e-10	GLI2,SHH,GLI1,GLI3,SMO
180	GO:0045944,GO:0007224,GO:0045880,GO:0021938	3	50	3	34208	2.93807e-09	7.689e-09	SHH,GLI1,SMO
181	GO:0045944,GO:0007224,GO:0021696,GO:0021938	3	50	3	34208	2.93807e-09	7.689e-09	GLI2,GLI1,SMO
182	GO:0045944,GO:0007224,GO:0021938	4	50	4	34208	4.03711e-12	5.51738e-11	GLI2,SHH,GLI1,SMO
183	GO:0045944,GO:0030324	7	50	29	34208	1.39999e-14	5.73996e-13	GLI2,SHH,GLI1,WNT2,NOTCH1,GLI3,EGFR
184	GO:0045944,GO:0070986,GO:0001947	3	50	4	34208	1.17402e-08	2.42696e-08	DLL1,NOTCH1,SMO
185	GO:0045944,GO:0051091	3	50	68	34208	0.000137713	0.000143853	WNT1,WNT2,APP
186	GO:0045944,GO:0070374	4	50	44	34208	5.24954e-07	6.76118e-07	NOTCH1,TGFB1,EGFR,APP
187	GO:0045944,GO:0030900	3	50	10	34208	3.50033e-07	4.62947e-07	SHH,NOTCH1,APP
188	GO:0045944,GO:0090190,GO:0050679	3	50	6	34208	5.858e-08	9.26731e-08	TGFB1,SMO,PAX2
189	GO:0045944,GO:0001947	4	50	26	34208	5.89425e-08	9.29479e-08	SHH,DLL1,NOTCH1,SMO
190	GO:0045944,GO:0045665	4	50	23	34208	3.5025e-08	6.04642e-08	DLL1,GLI3,JAG1,APP
191	GO:0045944,GO:0009954	4	50	23	34208	3.5025e-08	6.04642e-08	GLI2,GLI1,DLL1,GLI3
192	GO:0045944,GO:0050679	6	50	32	34208	6.29016e-12	7.93528e-11	NOTCH1,TGFB1,SMO,EGFR,PAX2,MYC
193	GO:0045944,GO:0002053	3	50	15	34208	1.32039e-06	1.62815e-06	WNT2,SMO,MYC
194	GO:0045944,GO:0048143	3	50	11	34208	4.808e-07	6.2251e-07	SMO,EGFR,APP
195	GO:0016055,GO:0010469,GO:0060070,GO:0030182,GO:0045165,GO:1904954	3	50	3	34208	2.93807e-09	7.689e-09	WNT1,WNT2,WNT3
196	GO:0030336	3	50	105	34208	0.00049591	0.000503067	SHH,ROBO1,JAG1
197	GO:0045893	22	50	563	34208	2.21563e-26	1.09009e-23	WNT1,GLI2,SHH,APBB1,GLI1,APOE,NOTCH1,TGFB1,SRC,GLI3,ETS1,FOS,SHC1,PAX3,EGFR,TP53,PAX2,PTCH1,MYC,BRCA2,PSEN1,BRCA1
198	GO:0045893,GO:0007179	3	50	16	34208	1.62342e-06	1.95765e-06	TGFB1,SRC,FOS
199	GO:0045893,GO:0016032,GO:0045892,GO:0043066	3	50	5	34208	2.93202e-08	5.20777e-08	SRC,SHC1,TP53
200	GO:0045893,GO:0045892	8	50	162	34208	9.63746e-11	6.97299e-10	NOTCH1,TGFB1,SRC,GLI3,SHC1,TP53,PAX2,BRCA1
201	GO:0045893,GO:0045892,GO:0043066	5	50	39	34208	3.01158e-09	7.7984e-09	SRC,GLI3,SHC1,TP53,PAX2
202	GO:0045893,GO:0045892,GO:0043066,GO:0007411	3	50	5	34208	2.93202e-08	5.20777e-08	SRC,GLI3,SHC1
203	GO:0045893,GO:0045892,GO:0043065,GO:0050731	3	50	3	34208	2.93807e-09	7.689e-09	TGFB1,SRC,TP53
204	GO:0045893,GO:0045892,GO:0070374	4	50	18	34208	1.21688e-08	2.47399e-08	NOTCH1,TGFB1,SRC,SHC1
205	GO:0045893,GO:0045892,GO:0070374,GO:0050900,GO:0007173	3	50	3	34208	2.93807e-09	7.689e-09	TGFB1,SRC,SHC1
206	GO:0045893,GO:0045892,GO:0019221	3	50	17	34208	1.96926e-06	2.34029e-06	TGFB1,SHC1,TP53
207	GO:0045893,GO:0071456,GO:0043066	3	50	9	34208	2.45276e-07	3.3244e-07	SRC,TP53,MYC
208	GO:0045893,GO:0000122	10	50	165	34208	4.50092e-14	1.58175e-12	GLI2,SHH,APBB1,NOTCH1,TGFB1,GLI3,TP53,PTCH1,MYC,PSEN1
209	GO:0045893,GO:0000122,GO:0043066	6	50	32	34208	6.29016e-12	7.93528e-11	GLI2,SHH,GLI3,TP53,MYC,PSEN1
210	GO:0045893,GO:0000122,GO:0043066,GO:0006974	3	50	4	34208	1.17402e-08	2.42696e-08	TP53,MYC,PSEN1
211	GO:0045893,GO:0000122,GO:0006974	4	50	8	34208	2.81384e-10	1.66796e-09	APBB1,TP53,MYC,PSEN1
212	GO:0045893,GO:0000122,GO:0006974,GO:0043065	3	50	4	34208	1.17402e-08	2.42696e-08	APBB1,TP53,PSEN1
213	GO:0045893,GO:0000122,GO:0007224	4	50	10	34208	8.42335e-10	4.10326e-09	GLI2,SHH,GLI3,PTCH1
214	GO:0045893,GO:0000122,GO:0007224,GO:0001701,GO:0060831	3	50	3	34208	2.93807e-09	7.689e-09	GLI2,GLI3,PTCH1
215	GO:0045893,GO:0000122,GO:0007224,GO:0001658,GO:0030850	3	50	3	34208	2.93807e-09	7.689e-09	SHH,GLI3,PTCH1
216	GO:0045893,GO:0000122,GO:0043065	4	50	24	34208	4.19848e-08	7.1724e-08	APBB1,TGFB1,TP53,PSEN1
217	GO:0045893,GO:0000122,GO:0030326	3	50	5	34208	2.93202e-08	5.20777e-08	SHH,PTCH1,PSEN1
218	GO:0045893,GO:0000122,GO:0097421	3	50	4	34208	1.17402e-08	2.42696e-08	TGFB1,GLI3,PTCH1
219	GO:0045893,GO:0000122,GO:0001701	4	50	20	34208	1.92258e-08	3.78365e-08	GLI2,NOTCH1,GLI3,PTCH1
220	GO:0045893,GO:0000122,GO:0001947,GO:0001708	3	50	3	34208	2.93807e-09	7.689e-09	SHH,NOTCH1,PSEN1
221	GO:0045893,GO:0000122,GO:0001658	4	50	11	34208	1.32225e-09	6.25524e-09	SHH,GLI3,PTCH1,MYC
222	GO:0045893,GO:0030154	4	50	73	34208	4.07977e-06	4.73408e-06	SRC,ETS1,EGFR,TP53
223	GO:0045893,GO:0030154,GO:0008283,GO:0043066	3	50	6	34208	5.858e-08	9.26731e-08	SRC,EGFR,TP53
224	GO:0045893,GO:0007165	3	50	55	34208	7.3061e-05	7.74698e-05	APBB1,SRC,EGFR
225	GO:0045893,GO:0000165,GO:0008284	4	50	13	34208	2.85871e-09	1.24468e-08	TGFB1,SHC1,EGFR,MYC
226	GO:0045893,GO:0000165,GO:0008284,GO:0043066	3	50	4	34208	1.17402e-08	2.42696e-08	SHC1,EGFR,MYC
227	GO:0045893,GO:0000165,GO:0008284,GO:0070374,GO:0007173	3	50	3	34208	2.93807e-09	7.689e-09	TGFB1,SHC1,EGFR
228	GO:0045893,GO:0000165,GO:0008284,GO:0019221	3	50	6	34208	5.858e-08	9.26731e-08	TGFB1,SHC1,MYC
229	GO:0045893,GO:0010629,GO:0070374	3	50	16	34208	1.62342e-06	1.95765e-06	APOE,NOTCH1,TGFB1
230	GO:0045893,GO:0032355	3	50	16	34208	1.62342e-06	1.95765e-06	TGFB1,ETS1,PTCH1
231	GO:0045893,GO:0008283,GO:0043066	4	50	13	34208	2.85871e-09	1.24468e-08	GLI2,SRC,EGFR,TP53
232	GO:0045893,GO:0008284	9	50	72	34208	1.12823e-15	6.93862e-14	WNT1,SHH,GLI1,NOTCH1,TGFB1,ETS1,SHC1,EGFR,MYC
233	GO:0045893,GO:0008284,GO:0043066	5	50	25	34208	2.82204e-10	1.63346e-09	WNT1,SHH,SHC1,EGFR,MYC
234	GO:0045893,GO:0008284,GO:0070374	4	50	10	34208	8.42335e-10	4.10326e-09	NOTCH1,TGFB1,SHC1,EGFR
235	GO:0045893,GO:0043066	11	50	76	34208	1.06458e-19	1.30943e-17	WNT1,GLI2,SHH,SRC,GLI3,SHC1,EGFR,TP53,PAX2,MYC,PSEN1
236	GO:0045893,GO:0043066,GO:0098609	4	50	6	34208	6.04264e-11	4.57382e-10	SRC,SHC1,EGFR,PSEN1
237	GO:0045893,GO:0043066,GO:0098609,GO:0070374,GO:0007173	3	50	3	34208	2.93807e-09	7.689e-09	SRC,SHC1,EGFR
238	GO:0045893,GO:0043066,GO:0043065	3	50	12	34208	6.40406e-07	8.16269e-07	SRC,TP53,PSEN1
239	GO:0045893,GO:0043066,GO:0007411	5	50	7	34208	1.13767e-13	2.79868e-12	GLI2,SHH,SRC,GLI3,SHC1
240	GO:0045893,GO:0043066,GO:0019221	3	50	12	34208	6.40406e-07	8.16269e-07	SHC1,TP53,MYC
241	GO:0045893,GO:0090090	5	50	31	34208	8.96576e-10	4.32466e-09	SHH,GLI1,APOE,NOTCH1,GLI3
242	GO:0045893,GO:0006302	3	50	8	34208	1.63686e-07	2.30755e-07	APBB1,BRCA2,BRCA1
243	GO:0045893,GO:0006974	5	50	30	34208	7.52792e-10	3.89867e-09	APBB1,TP53,MYC,PSEN1,BRCA1
244	GO:0045893,GO:0006978	3	50	9	34208	2.45276e-07	3.3244e-07	TP53,BRCA2,BRCA1
245	GO:0045893,GO:0007224	5	50	12	34208	4.26719e-12	5.67421e-11	GLI2,SHH,GLI1,GLI3,PTCH1
246	GO:0045893,GO:0007224,GO:0009953,GO:0030850	3	50	3	34208	2.93807e-09	7.689e-09	SHH,GLI1,PTCH1
247	GO:0045893,GO:0007224,GO:0097421,GO:0030850	3	50	3	34208	2.93807e-09	7.689e-09	GLI1,GLI3,PTCH1
248	GO:0045893,GO:0007224,GO:0008589	3	50	3	34208	2.93807e-09	7.689e-09	GLI2,GLI1,PTCH1
249	GO:0045893,GO:0007224,GO:0030850	4	50	4	34208	4.03711e-12	5.51738e-11	SHH,GLI1,GLI3,PTCH1
250	GO:0045893,GO:0043065	5	50	46	34208	7.11509e-09	1.73298e-08	APBB1,TGFB1,SRC,TP53,PSEN1
251	GO:0045893,GO:0001843	3	50	14	34208	1.0574e-06	1.32041e-06	TGFB1,PAX2,PTCH1
252	GO:0045893,GO:0070374	6	50	33	34208	7.67949e-12	8.99598e-11	APOE,NOTCH1,TGFB1,SRC,SHC1,EGFR
253	GO:0045893,GO:0070374,GO:0051897,GO:0043406,GO:0007173	3	50	3	34208	2.93807e-09	7.689e-09	TGFB1,SRC,EGFR
254	GO:0045893,GO:0070374,GO:0007173	4	50	4	34208	4.03711e-12	5.51738e-11	TGFB1,SRC,SHC1,EGFR
255	GO:0045893,GO:0030900	3	50	11	34208	4.808e-07	6.2251e-07	SHH,NOTCH1,SRC
256	GO:0045893,GO:0019221	5	50	39	34208	3.01158e-09	7.7984e-09	TGFB1,FOS,SHC1,TP53,MYC
257	GO:0045893,GO:0097421	5	50	7	34208	1.13767e-13	2.79868e-12	GLI1,TGFB1,GLI3,EGFR,PTCH1
258	GO:0045893,GO:0034614	3	50	9	34208	2.45276e-07	3.3244e-07	SRC,FOS,EGFR
259	GO:0045893,GO:0001658	6	50	21	34208	3.81263e-13	8.1557e-12	WNT1,SHH,GLI3,PAX2,PTCH1,MYC
260	GO:0045893,GO:0010332	3	50	4	34208	1.17402e-08	2.42696e-08	TP53,MYC,BRCA2
261	GO:0045893,GO:0009612	3	50	9	34208	2.45276e-07	3.3244e-07	SRC,ETS1,PTCH1
262	GO:0000226,GO:0031175	3	50	8	34208	1.63686e-07	2.30755e-07	CDK5,MAPT,CDK5R1
263	GO:0007267,GO:0010469	4	50	115	34208	2.477e-05	2.76345e-05	WNT1,SHH,WNT2,MAPT
264	GO:0010469	7	50	442	34208	3.54642e-06	4.12492e-06	WNT1,SHH,WNT2,TGFB1,JAG1,MAPT,WNT3
265	GO:0010469,GO:0060070	4	50	18	34208	1.21688e-08	2.47399e-08	WNT1,SHH,WNT2,WNT3
266	GO:0043687,GO:0044267,GO:0007186	3	50	7	34208	1.02409e-07	1.53147e-07	APLP2,APOE,APP
267	GO:0045892	10	50	519	34208	3.53597e-09	9.06093e-09	NOTCH1,TGFB1,SRC,GLI3,CDK5,SHC1,TP53,PAX2,CDK5R1,BRCA1
268	GO:0045892,GO:0042981	4	50	20	34208	1.92258e-08	3.78365e-08	TGFB1,CDK5,TP53,BRCA1
269	GO:0045892,GO:0018105,GO:0008283	3	50	4	34208	1.17402e-08	2.42696e-08	SRC,CDK5,CDK5R1
270	GO:0045892,GO:0008283	4	50	28	34208	8.05521e-08	1.23849e-07	SRC,CDK5,TP53,CDK5R1
271	GO:0045892,GO:0071158	4	50	9	34208	5.05945e-10	2.70571e-09	TGFB1,TP53,CDK5R1,BRCA1
272	GO:0045892,GO:0007411	4	50	12	34208	1.98124e-09	8.86152e-09	SRC,GLI3,SHC1,CDK5R1
273	GO:0045892,GO:0048709	3	50	8	34208	1.63686e-07	2.30755e-07	NOTCH1,GLI3,CDK5
274	GO:0045892,GO:0021819,GO:0021766	3	50	3	34208	2.93807e-09	7.689e-09	GLI3,CDK5,CDK5R1
275	GO:0042060	3	50	84	34208	0.00025756	0.000262903	GLI3,ERBB2,EGFR
276	GO:0006979	3	50	106	34208	0.00050983	0.000516124	APP,ABL1,PSEN1
277	GO:0001523,GO:0006898	3	50	7	34208	1.02409e-07	1.53147e-07	LRP8,APOE,LRP1
278	GO:0042493	4	50	202	34208	0.000219745	0.000226181	LRP8,DAB1,PTCH1,MYC
279	GO:0042493,GO:0000122	3	50	18	34208	2.36068e-06	2.77197e-06	LRP8,PTCH1,MYC
280	GO:0007420	4	50	209	34208	0.000250195	0.000255916	RELN,CDK5R1,PTCH1,BRCA2
281	GO:0031175	5	50	123	34208	1.03075e-06	1.29701e-06	APOE,CDK5,APP,MAPT,CDK5R1
282	GO:0031175,GO:0010629	3	50	6	34208	5.858e-08	9.26731e-08	APOE,APP,MAPT
283	GO:0042981	5	50	192	34208	9.12526e-06	1.03927e-05	LRP8,TGFB1,CDK5,TP53,BRCA1
284	GO:0042981,GO:0000122,GO:0019221,GO:0050731	3	50	3	34208	2.93807e-09	7.689e-09	LRP8,TGFB1,TP53
285	GO:0070301	3	50	60	34208	9.48093e-05	0.000100099	ETS1,ABL1,PAX2
287	GO:0007186,GO:0010629	3	50	12	34208	6.40406e-07	8.16269e-07	APOE,SMO,APP
288	GO:0007613	3	50	74	34208	0.000177034	0.00018337	VLDLR,MAPT,PSEN1
289	GO:0000122	14	50	823	34208	8.20682e-12	9.39012e-11	LRP8,GLI2,SHH,APBB1,VLDLR,DNMT1,NOTCH1,TGFB1,GLI3,SMO,TP53,PTCH1,MYC,PSEN1
290	GO:0000122,GO:0007165	3	50	42	34208	3.24008e-05	3.59036e-05	LRP8,APBB1,VLDLR
291	GO:0000122,GO:0010628	6	50	77	34208	1.56602e-09	7.33792e-09	DNMT1,NOTCH1,TGFB1,SMO,TP53,MYC
292	GO:0000122,GO:0010628,GO:0010629	4	50	30	34208	1.07584e-07	1.58477e-07	DNMT1,NOTCH1,TGFB1,SMO
293	GO:0000122,GO:0043066	7	50	71	34208	1.13898e-11	1.21821e-10	GLI2,SHH,GLI3,SMO,TP53,MYC,PSEN1
294	GO:0000122,GO:0043066,GO:0001947,GO:0001708,GO:0021904	3	50	3	34208	2.93807e-09	7.689e-09	SHH,SMO,PSEN1
295	GO:0000122,GO:0007224	5	50	13	34208	6.92658e-12	8.3119e-11	GLI2,SHH,GLI3,SMO,PTCH1
296	GO:0000122,GO:0007224,GO:0001701	4	50	5	34208	2.01638e-11	1.68146e-10	GLI2,GLI3,SMO,PTCH1
297	GO:0000122,GO:0007224,GO:0072001,GO:0061053	3	50	3	34208	2.93807e-09	7.689e-09	SHH,SMO,PTCH1
298	GO:0000122,GO:0071397	3	50	3	34208	2.93807e-09	7.689e-09	LRP8,SMO,PTCH1
299	GO:0000122,GO:0007411	4	50	17	34208	9.47481e-09	2.21981e-08	GLI2,SHH,VLDLR,GLI3
300	GO:0000122,GO:0019221	4	50	35	34208	2.04448e-07	2.86576e-07	LRP8,TGFB1,TP53,MYC
301	GO:0000122,GO:0001701	5	50	40	34208	3.43803e-09	8.85608e-09	GLI2,NOTCH1,GLI3,SMO,PTCH1
302	GO:0000122,GO:0001947,GO:0001708	4	50	4	34208	4.03711e-12	5.51738e-11	SHH,NOTCH1,SMO,PSEN1
303	GO:0009887	3	50	81	34208	0.000231338	0.000237122	PAX3,PTCH1,APLP1
304	GO:0030154	7	50	520	34208	1.02227e-05	1.15622e-05	FYN,DLL1,SRC,ETS1,EGFR,ABL1,TP53
305	GO:0030154,GO:0043065,GO:0050731	3	50	3	34208	2.93807e-09	7.689e-09	SRC,ABL1,TP53
306	GO:0030154,GO:0070374,GO:0018108,GO:0046777,GO:0038083,GO:0007173	3	50	4	34208	1.17402e-08	2.42696e-08	SRC,EGFR,ABL1
307	GO:0030154,GO:0018108,GO:0046854,GO:0051897,GO:0007169,GO:0038083	3	50	4	34208	1.17402e-08	2.42696e-08	FYN,SRC,EGFR
308	GO:0030154,GO:0018108,GO:0038096,GO:0038083	3	50	7	34208	1.02409e-07	1.53147e-07	FYN,SRC,ABL1
309	GO:0030154,GO:0018108,GO:0038083	4	50	12	34208	1.98124e-09	8.86152e-09	FYN,SRC,EGFR,ABL1
310	GO:0035556	5	50	369	34208	0.000202164	0.000208522	PSEN2,FYN,SRC,ERBB2,PSEN1
311	GO:0035556,GO:0018108,GO:0046854,GO:0051897,GO:0007169	3	50	3	34208	2.93807e-09	7.689e-09	FYN,SRC,ERBB2
312	GO:0007165	7	50	920	34208	0.000362742	0.000369501	LRP8,APBB1,VLDLR,SRC,ERBB2,EGFR,KIT
313	GO:0007165,GO:0008283,GO:0018108,GO:0046854,GO:0051897,GO:0007169,GO:0046777,GO:0043406	3	50	3	34208	2.93807e-09	7.689e-09	SRC,ERBB2,EGFR
314	GO:0007165,GO:0070374,GO:0018108,GO:0046854,GO:0051897,GO:0007169,GO:0046777,GO:0043406	3	50	4	34208	1.17402e-08	2.42696e-08	SRC,EGFR,KIT
315	GO:0007165,GO:0018108,GO:0046854,GO:0051897,GO:0007169,GO:0046777,GO:0043406	4	50	5	34208	2.01638e-11	1.68146e-10	SRC,ERBB2,EGFR,KIT
316	GO:0000165	7	50	228	34208	4.17145e-08	7.15105e-08	FYN,TGFB1,ERBB2,SHC1,EGFR,KIT,MYC
317	GO:0000165,GO:0001934,GO:0008284,GO:0051897,GO:0043406,GO:0050679	3	50	3	34208	2.93807e-09	7.689e-09	TGFB1,ERBB2,EGFR
318	GO:0000165,GO:0010628,GO:0008284,GO:0019221	3	50	6	34208	5.858e-08	9.26731e-08	TGFB1,KIT,MYC
319	GO:0000165,GO:0008284	6	50	58	34208	2.73006e-10	1.70024e-09	TGFB1,ERBB2,SHC1,EGFR,KIT,MYC
320	GO:0000165,GO:0008284,GO:0030335,GO:0070374,GO:0051897,GO:0043406	3	50	6	34208	5.858e-08	9.26731e-08	TGFB1,EGFR,KIT
321	GO:0000165,GO:0008284,GO:0070374	4	50	21	34208	2.3724e-08	4.57734e-08	TGFB1,SHC1,EGFR,KIT
322	GO:0000165,GO:0008284,GO:0070374,GO:0019221	3	50	5	34208	2.93202e-08	5.20777e-08	TGFB1,SHC1,KIT
323	GO:0000165,GO:0008284,GO:0038128	3	50	10	34208	3.50033e-07	4.62947e-07	ERBB2,SHC1,EGFR
324	GO:0000165,GO:0008284,GO:0051897,GO:0043406	4	50	14	34208	3.99788e-09	1.00355e-08	TGFB1,ERBB2,EGFR,KIT
325	GO:0000165,GO:0008284,GO:0019221	4	50	14	34208	3.99788e-09	1.00355e-08	TGFB1,SHC1,KIT,MYC
326	GO:0000165,GO:0008284,GO:0043410	3	50	13	34208	8.31671e-07	1.04918e-06	ERBB2,SHC1,KIT
327	GO:0000165,GO:0008284,GO:0050679	4	50	10	34208	8.42335e-10	4.10326e-09	TGFB1,ERBB2,EGFR,MYC
328	GO:0000165,GO:0006468,GO:0051897	3	50	7	34208	1.02409e-07	1.53147e-07	FYN,TGFB1,ERBB2
329	GO:0000165,GO:0018108,GO:0046854,GO:0051897,GO:0007169	4	50	13	34208	2.85871e-09	1.24468e-08	FYN,ERBB2,EGFR,KIT
330	GO:0000165,GO:0051897	5	50	62	34208	3.30044e-08	5.79935e-08	FYN,TGFB1,ERBB2,EGFR,KIT
331	GO:0000165,GO:0051897,GO:0019221	3	50	16	34208	1.62342e-06	1.95765e-06	FYN,TGFB1,KIT
332	GO:0000165,GO:0019221	5	50	41	34208	3.91124e-09	9.97063e-09	FYN,TGFB1,SHC1,KIT,MYC
333	GO:0000165,GO:0019221,GO:0050900	3	50	5	34208	2.93202e-08	5.20777e-08	FYN,TGFB1,SHC1
334	GO:0051402,GO:1904646,GO:0032092	3	50	3	34208	2.93807e-09	7.689e-09	CDK5,APP,PSEN1
335	GO:0043524	4	50	134	34208	4.50783e-05	4.89593e-05	APOE,FYN,LRP1,PSEN1
336	GO:0001934	6	50	174	34208	2.09657e-07	2.93043e-07	WNT1,TGFB1,ERBB2,EGFR,APP,ABL1
337	GO:0001934,GO:0008284	4	50	48	34208	7.49217e-07	9.52493e-07	WNT1,TGFB1,ERBB2,EGFR
